fips,week_number,VHb,fb_hesitant,aspe_hesitant
01001,15,0.9392903362886558,0.3404350876688359,
01001,20,0.9397853986955608,0.268863884533932,
01001,23,0.9728957049776162,0.2675909203504324,0.16848357
01001,25,0.9671092538922964,0.2773862065799223,
01001,30,0.9819445740412428,0.3007894947821329,
01001,35,0.9496139780577002,0.2719154123452421,
01001,40,0.930667345899134,0.226478903368122,
01003,15,0.928149043690278,0.2750613116891413,
01003,20,0.9413902317052842,0.2369566825973649,
01003,23,0.971081371199216,0.247396888309109,0.15442589
01003,25,0.954490463990891,0.2651654083989282,
01003,30,0.9814957401390948,0.2696432769517805,
01003,35,0.9115057885308112,0.1984768839152697,
01003,40,0.9100287027645294,0.2244317194095691,
01005,15,0.9444273736886002,0.2974575909608032,
01005,20,0.9549833184530802,0.2606167901207361,
01005,23,0.97651203758074,0.270104841196086,0.16757679
01005,25,0.9477091879602628,0.2876904402522431,
01005,30,0.9737626397019692,0.30113419374808,
01005,35,0.9484083424807904,0.2588602206285541,
01005,40,0.919833206084454,0.2510564711598484,
01007,15,0.9612701819423444,0.3836911599698006,
01007,20,0.9629039716384936,0.3341525387198734,
01007,23,0.9774555461473328,0.3300445878071749,0.18078262
01007,25,0.9586697321285356,0.3335823588913091,
01007,30,0.983385720700494,0.3117008211785613,
01007,35,0.9555772096755704,0.2925006430532607,
01007,40,0.9493448192186362,0.3226346436275208,
01009,15,0.9657526642984016,0.448934254754782,
01009,20,0.9584512776765288,0.3866395186029235,
01009,23,0.9767955357501305,0.3594169437314516,0.185366
01009,25,0.9769107472558688,0.3557715574900007,
01009,30,0.9893296170726128,0.3761574739255075,
01009,35,0.9662085248113328,0.3157562691699596,
01009,40,0.931970235598048,0.2778229283385232,
01011,15,0.9248404888071808,0.205509338803622,
01011,20,0.9468813387423936,0.183682261272951,
01011,23,0.9707602339181286,0.1788878264304655,0.16757679
01011,25,0.9697905477980664,0.1809254849673524,
01011,30,0.9719249478804723,0.1805741605504764,
01011,35,0.9508716323296356,0.1575196417671398,
01011,40,0.8849750623441397,0.1573936580741122,
01013,15,0.9443946690558852,0.3623406904116746,
01013,20,0.9272178636089318,0.3389499178339039,
01013,23,0.9811113267352352,0.3106278925121771,0.17582946
01013,25,0.9783261522391956,0.3082647566116457,
01013,30,0.9833210529841248,0.3223733659472352,
01013,35,0.9586211613432734,0.2682754860122052,
01013,40,0.9221172567967116,0.2461933062631731,
01015,15,0.9427660010340556,0.3712820267189578,
01015,20,0.9366938723728168,0.3141611028042784,
01015,23,0.9703579106838512,0.3109703474656801,0.17948751
01015,25,0.965603190428714,0.3169547306034271,
01015,30,0.9841344569464714,0.3097293641142905,
01015,35,0.9448028157170828,0.2765309574344154,
01015,40,0.8788976113187538,0.2916996896358234,
01017,15,0.9511979864674924,0.3437961546847209,
01017,20,0.9560677492579012,0.3295632110171603,
01017,23,0.9810431693791004,0.2843428405216945,0.18063264
01017,25,0.9841833559111046,0.2618531521875823,
01017,30,0.9880357808423408,0.272754564398772,
01017,35,0.963535158468704,0.2562535339160625,
01017,40,0.9576355069881616,0.2445100613917905,
01019,15,0.9528222409435552,0.3633190825435177,
01019,20,0.9615659316132488,0.2667140535148286,
01019,23,0.9775772365210184,0.2841474812288231,0.17833926
01019,25,0.9821411918306444,0.3112599050023167,
01019,30,0.992298183892745,0.3388595085859479,
01019,35,0.9738333013251392,0.2887365103525188,
01019,40,0.9399175728685636,0.2996974236158372,
01021,15,0.9566715314496256,0.412630519263899,
01021,20,0.9384510042604992,0.3696318366903693,
01021,23,0.9689137175237892,0.3395890402571062,0.18063264
01021,25,0.9658286551134976,0.3506343372578163,
01021,30,0.9849539319827562,0.3718356179498003,
01021,35,0.9490716790251194,0.3249456494525105,
01021,40,0.9456958107321258,0.3226347953184436,
01023,15,0.903567447045708,0.2943499819411854,
01023,20,0.9232006864743107,0.2745498986648415,
01023,23,0.9371363377067884,0.2521889018718764,0.17350508
01023,25,0.9391939665331134,0.2456881123594675,
01023,30,0.973504056795132,0.2445617491116806,
01023,35,0.893059396812854,0.2185576896520366,
01023,40,0.8455372283027595,0.2028012430979817,
01025,15,0.931150253016738,0.335452936164715,
01025,20,0.9440157522218084,0.2971112882791044,
01025,23,0.9769454058278442,0.2888308713979662,0.17350508
01025,25,0.9730860567680653,0.2998569157309623,
01025,30,0.9805304575925384,0.3397652964902224,
01025,35,0.911277295842058,0.3098570785309519,
01025,40,0.8785690178872765,0.2767517419196306,
01027,15,0.9247536328712208,0.3947568415755929,
01027,20,0.9479646343709708,0.3473014932635765,
01027,23,0.973917228103946,0.326586269223094,0.17833926
01027,25,0.9725065808716,0.3268696279805426,
01027,30,0.9818676337262012,0.3456735625736816,
01027,35,0.9579294699938132,0.3218926572470622,
01027,40,0.917524644030668,0.3184413915021846,
01029,15,0.953586186540732,0.4164403835518457,
01029,20,0.9619325346784364,0.3948457166126415,
01029,23,0.9832980283526151,0.3730284829074818,0.17833926
01029,25,0.983167747762542,0.3635834231151936,
01029,30,0.992305762314962,0.3554647113981364,
01029,35,0.9728976697061804,0.3293781211701749,
01029,40,0.9506302521008404,0.321860699872559,
01031,15,0.9298715427423742,0.3534052763918547,
01031,20,0.9635953828290418,0.2939400595102835,
01031,23,0.9770395586336424,0.2799978097412357,0.17582946
01031,25,0.9677327512574736,0.2791378372622671,
01031,30,0.982981452249408,0.2989436363737448,
01031,35,0.9448848717430822,0.257885505141073,
01031,40,0.9407365254857328,0.2815013330989117,
01033,15,0.9172016325860902,0.3172770126844699,
01033,20,0.92311600729809,0.2846390108840985,
01033,23,0.9680475708751758,0.2804072575674172,0.17384344
01033,25,0.9662918521872564,0.2827717810444584,
01033,30,0.9836649214659684,0.3038960618987276,
01033,35,0.940699943854771,0.2497096619894212,
01033,40,0.9182936691312384,0.2132472612748515,
01035,15,0.9179928852274856,0.3505443768484717,
01035,20,0.9508551411498042,0.271426971205896,
01035,23,0.9812661498708012,0.2563699911247818,0.17350508
01035,25,0.9798111364376424,0.2595996283650978,
01035,30,0.979668925674925,0.270934404825589,
01035,35,0.9439252336448598,0.2752585445149903,
01035,40,0.9397870517684492,0.2647165804299156,
01037,15,0.9347118715230398,0.3662053213650258,
01037,20,0.963145809414466,0.3308762752986339,
01037,23,0.9777541119394154,0.3180411634502049,0.18063264
01037,25,0.9711722488038276,0.3156699846229986,
01037,30,0.985548418972332,0.3152934651334625,
01037,35,0.9671698113207546,0.2893474451768357,
