fips,state,county,VHb
18001,IN,Adams County,0.979562206834934
18003,IN,Allen County,0.9344207094225572
18005,IN,Bartholomew County,0.9254586691507029
18007,IN,Benton County,0.940877304513668
18009,IN,Blackford County,0.9649609276531383
18011,IN,Boone County,0.8724786129152242
18013,IN,Brown County,0.950821398483572
18015,IN,Carroll County,0.9741317521339676
18017,IN,Cass County,0.9615109134089794
18019,IN,Clark County,0.9382808816595946
18021,IN,Clay County,0.9458115986498926
18023,IN,Clinton County,0.9569004627529262
18025,IN,Crawford County,0.9729244193506992
18027,IN,Daviess County,0.978663258983891
18029,IN,Dearborn County,0.951692491435396
18031,IN,Decatur County,0.9599029350589324
18033,IN,DeKalb County,0.9619639238614092
18035,IN,Delaware County,0.947236547308136
18037,IN,Dubois County,0.9458281444582816
18039,IN,Elkhart County,0.9491308276355006
18041,IN,Fayette County,0.9734639358860196
18043,IN,Floyd County,0.950986827709947
18045,IN,Fountain County,0.9693877551020408
18047,IN,Franklin County,0.9799428539413972
18049,IN,Fulton County,0.9702928576444976
18051,IN,Gibson County,0.9672722473936568
18053,IN,Grant County,0.9661028033308628
18055,IN,Greene County,0.9678352322524102
18057,IN,Hamilton County,0.8679545652615984
18059,IN,Hancock County,0.9127162352244406
18061,IN,Harrison County,0.962952873876328
18063,IN,Hendricks County,0.8930225574330958
18065,IN,Henry County,0.9568876617544329
18067,IN,Howard County,0.9539327851269216
18069,IN,Huntington County,0.9518401317785774
18071,IN,Jackson County,0.9426815028504704
18073,IN,Jasper County,0.9454521896864472
18075,IN,Jay County,0.973179562826874
18077,IN,Jefferson County,0.947406229154908
18079,IN,Jennings County,0.965940594059406
18081,IN,Johnson County,0.9013270199967484
18083,IN,Knox County,0.9690552338145044
18085,IN,Kosciusko County,0.9643304461340342
18087,IN,LaGrange County,0.98798405986676
18089,IN,Lake County,0.9179512761323474
18091,IN,LaPorte County,0.9224646138193136
18093,IN,Lawrence County,0.9496354758879004
18095,IN,Madison County,0.9451605174892188
18097,IN,Marion County,0.9188768424353748
18099,IN,Marshall County,0.9509614786234364
18101,IN,Martin County,0.964735516372796
18103,IN,Miami County,0.954559529338907
18105,IN,Monroe County,0.9097945888772702
18107,IN,Montgomery County,0.9569242540168325
18109,IN,Morgan County,0.9276570209361248
18111,IN,Newton County,0.9732557081779314
18113,IN,Noble County,0.965575897361972
18115,IN,Ohio County,0.9397546897546898
18117,IN,Orange County,0.9514159742241818
18119,IN,Owen County,0.956083167501544
18121,IN,Parke County,0.9468144934522374
18123,IN,Perry County,0.9368973829201102
18125,IN,Pike County,0.9548644557589102
18127,IN,Porter County,0.91324402335996
18129,IN,Posey County,0.9697006132018756
18131,IN,Pulaski County,0.9676375404530744
18133,IN,Putnam County,0.9550173010380624
18135,IN,Randolph County,0.9678024749281569
18137,IN,Ripley County,0.9651699093463394
18139,IN,Rush County,0.9664603159937172
18141,IN,St. Joseph County,0.9270361062349242
18143,IN,Scott County,0.965583634175692
18145,IN,Shelby County,0.9378271036709848
18147,IN,Spencer County,0.968675049058798
18149,IN,Starke County,0.9663177591953688
18151,IN,Steuben County,0.964859846941086
18153,IN,Sullivan County,0.9338376989508244
18155,IN,Switzerland County,0.9793095294395838
18157,IN,Tippecanoe County,0.9286058092012568
18159,IN,Tipton County,0.955895154270239
18161,IN,Union County,0.9671066415252462
18163,IN,Vanderburgh County,0.9480364636630771
18165,IN,Vermillion County,0.962676594119893
18167,IN,Vigo County,0.95454019664546
18169,IN,Wabash County,0.967883484268509
18171,IN,Warren County,0.9583258808799856
18173,IN,Warrick County,0.9356014226575712
18175,IN,Washington County,0.9712412457159888
18177,IN,Wayne County,0.9656789499091976
18179,IN,Wells County,0.9652639632746748
18181,IN,White County,0.9415795901750575
18183,IN,Whitley County,0.9585263820790788
19001,IA,Adair County,0.9515701017249004
19003,IA,Adams County,0.9444954128440368
19005,IA,Allamakee County,0.965990525932224
19007,IA,Appanoose County,0.957920489296636
19009,IA,Audubon County,0.9467336683417086
19011,IA,Benton County,0.947354175125186
19013,IA,Black Hawk County,0.9346761023407728
19015,IA,Boone County,0.91246891651865
19017,IA,Bremer County,0.9424527624110928
19019,IA,Buchanan County,0.9569884109823442
19021,IA,Buena Vista County,0.933532284319045
19023,IA,Butler County,0.956922310756972
19025,IA,Calhoun County,0.9578726648875332
19027,IA,Carroll County,0.9477385024705436
19029,IA,Cass County,0.9440863228699552
19031,IA,Cedar County,0.937433103045636
19033,IA,Cerro Gordo County,0.9267831837505904
19035,IA,Cherokee County,0.9683908045977012
19037,IA,Chickasaw County,0.9657281001137656
19039,IA,Clarke County,0.947882736156352
19041,IA,Clay County,0.9545875810936052
19043,IA,Clayton County,0.9766856290217292
19045,IA,Clinton County,0.9436362358563496
19047,IA,Crawford County,0.955316467965494
19049,IA,Dallas County,0.9067175067603058
19051,IA,Davis County,0.9774173992118824
19053,IA,Decatur County,0.9646081617912604
19055,IA,Delaware County,0.958611875737318
19057,IA,Des Moines County,0.9508717582112076
19059,IA,Dickinson County,0.9601403061224488
19061,IA,Dubuque County,0.9382741199478488
19063,IA,Emmet County,0.964102564102564
19065,IA,Fayette County,0.9606591320852386
19067,IA,Floyd County,0.9584341786804168
19069,IA,Franklin County,0.9572831423895254
19071,IA,Fremont County,0.9555197050011524
19073,IA,Greene County,0.9306470360325456
19075,IA,Grundy County,0.9505831798649478
19077,IA,Guthrie County,0.937736781419865
19079,IA,Hamilton County,0.9391260419297804
19081,IA,Hancock County,0.9668018627009164
19083,IA,Hardin County,0.9564950353157948
19085,IA,Harrison County,0.9600046237429198
19087,IA,Henry County,0.9521944852341327
19089,IA,Howard County,0.9704686118479222
19091,IA,Humboldt County,0.969241056502842
19093,IA,Ida County,0.9703107019562716
19095,IA,Iowa County,0.9351162790697676
19097,IA,Jackson County,0.9635137471900396
19099,IA,Jasper County,0.9221802285870406
19101,IA,Jefferson County,0.9510231465951025
19103,IA,Johnson County,0.8969628862067457
19105,IA,Jones County,0.9411764705882352
19107,IA,Keokuk County,0.96593637454982
19109,IA,Kossuth County,0.9608553003733452
19111,IA,Lee County,0.9523610141893464
19113,IA,Linn County,0.9059969901549484
19115,IA,Louisa County,0.9616830537883168
19117,IA,Lucas County,0.9568634299685644
19119,IA,Lyon County,0.9827821132168958
19121,IA,Madison County,0.9476750025107964
19123,IA,Mahaska County,0.9653065247388134
19125,IA,Marion County,0.9517392361955728
19127,IA,Marshall County,0.9093783881460064
19129,IA,Mills County,0.9274159216687952
19131,IA,Mitchell County,0.9704780458564364
19133,IA,Monona County,0.9511137394046916
19135,IA,Monroe County,0.958563535911602
19137,IA,Montgomery County,0.9576490924805532
19139,IA,Muscatine County,0.9339819318971508
19141,IA,O'Brien County,0.9642475353367382
19143,IA,Osceola County,0.9708181344450236
19145,IA,Page County,0.9607064017660044
19147,IA,Palo Alto County,0.968680913780398
19149,IA,Plymouth County,0.957982649229574
19151,IA,Pocahontas County,0.9664496745117676
19153,IA,Polk County,0.8991167330632914
19155,IA,Pottawattamie County,0.9299483498205376
19157,IA,Poweshiek County,0.9421598770176788
19159,IA,Ringgold County,0.960026872690628
19161,IA,Sac County,0.96771408839779
19163,IA,Scott County,0.9269311064718164
19165,IA,Shelby County,0.961836998706339
19167,IA,Sioux County,0.9737597205472616
19169,IA,Story County,0.917782099683484
19171,IA,Tama County,0.9447351209941138
19173,IA,Taylor County,0.9703930576824912
19175,IA,Union County,0.9527466805519396
19177,IA,Van Buren County,0.9766153846153846
19179,IA,Wapello County,0.9499456403565992
19181,IA,Warren County,0.925211822002802
19183,IA,Washington County,0.9416064130776484
19185,IA,Wayne County,0.9752783964365256
19187,IA,Webster County,0.9442935430069096
19189,IA,Winnebago County,0.9607148607309612
19191,IA,Winneshiek County,0.9439305807189854
19193,IA,Woodbury County,0.9513543220538588
19195,IA,Worth County,0.9611671785870995
19197,IA,Wright County,0.9447742648074005
20001,KS,Allen County,0.9750634957284692
20003,KS,Anderson County,0.9854185418541852
20005,KS,Atchison County,0.9743167028199566
20007,KS,Barber County,0.9810344827586208
20009,KS,Barton County,0.9708986074847694
20011,KS,Bourbon County,0.9751203123581222
20013,KS,Brown County,0.9520884520884522
20015,KS,Butler County,0.9617523744331308
20017,KS,Chase County,0.975239167135622
20019,KS,Chautauqua County,0.985404688191066
20021,KS,Cherokee County,0.973550850399167
20023,KS,Cheyenne County,0.9727777777777776
20025,KS,Clark County,0.9782608695652174
20027,KS,Clay County,0.9552359732631152
20029,KS,Cloud County,0.9712072739518438
20031,KS,Coffey County,0.9700037495313084
20033,KS,Comanche County,0.9785714285714286
20035,KS,Cowley County,0.9728721600542556
20037,KS,Crawford County,0.9628119271203562
20039,KS,Decatur County,0.980421686746988
20041,KS,Dickinson County,0.9690563464325292
20043,KS,Doniphan County,0.9783333333333334
20045,KS,Douglas County,0.9460869059898596
20047,KS,Edwards County,0.9675013319126264
20049,KS,Elk County,0.9784394250513349
20051,KS,Ellis County,0.977427119550682
20053,KS,Ellsworth County,0.9281373844121532
20055,KS,Finney County,0.966307083782812
20057,KS,Ford County,0.9719821521887688
20059,KS,Franklin County,0.968113580821599
20061,KS,Geary County,0.8760249115103723
20063,KS,Gove County,0.9904019196160768
20065,KS,Graham County,0.9659533073929962
20067,KS,Grant County,0.9759156050955414
20069,KS,Gray County,0.9848727939491176
20071,KS,Greeley County,0.9934725848563968
20073,KS,Greenwood County,0.9768421052631578
20075,KS,Hamilton County,0.9683281412253376
20077,KS,Harper County,0.9783453636868408
20079,KS,Harvey County,0.965829611527766
20081,KS,Haskell County,0.9810554803788905
20083,KS,Hodgeman County,0.973288814691152
20085,KS,Jackson County,0.9498825371965544
20087,KS,Jefferson County,0.9631181894383906
20089,KS,Jewell County,0.9760255727224294
20091,KS,Johnson County,0.9289764554712422
20093,KS,Kearny County,0.9770932069510267
20095,KS,Kingman County,0.969608659450458
20097,KS,Kiowa County,0.975181598062954
20099,KS,Labette County,0.9652549955263944
20101,KS,Lane County,0.9746478873239436
20103,KS,Leavenworth County,0.9496385590420312
20105,KS,Lincoln County,0.9769884942471236
20107,KS,Linn County,0.9781754100582892
20109,KS,Logan County,0.9808847624249044
20111,KS,Lyon County,0.9582747076803648
20113,KS,McPherson County,0.9612263300270514
20115,KS,Marion County,0.9674859190988224
20117,KS,Marshall County,0.9666858127512924
20119,KS,Meade County,0.9744637385086824
20121,KS,Miami County,0.9692080198321228
20123,KS,Mitchell County,0.969949916527546
20125,KS,Montgomery County,0.9632485788569162
20127,KS,Morris County,0.9654556283502084
20129,KS,Morton County,0.9249129786176032
20131,KS,Nemaha County,0.9708936438011329
20133,KS,Neosho County,0.9899079845651528
20135,KS,Ness County,0.9629005059021922
20137,KS,Norton County,0.9158429822084156
20139,KS,Osage County,0.9678117647058824
20141,KS,Osborne County,0.9877222692633362
20143,KS,Ottawa County,0.9815679528139593
20145,KS,Pawnee County,0.968098467721678
20147,KS,Phillips County,0.9724694104560624
20149,KS,Pottawatomie County,0.9709975506568692
20151,KS,Pratt County,0.9699868073878628
20153,KS,Rawlins County,0.9762577727529678
20155,KS,Reno County,0.966413306352105
20157,KS,Republic County,0.9699090272918124
20159,KS,Rice County,0.9652121757384916
20161,KS,Riley County,0.9714370612487464
20163,KS,Rooks County,0.9778665846910544
20165,KS,Rush County,0.9752577319587628
20167,KS,Russell County,0.9803141361256544
20169,KS,Saline County,0.9595457385823348
20171,KS,Scott County,0.9782349433512224
20173,KS,Sedgwick County,0.9559992400461644
20175,KS,Seward County,0.9589330262905392
20177,KS,Shawnee County,0.9463370313695486
20179,KS,Sheridan County,0.9842818428184282
20181,KS,Sherman County,0.9717070851165002
20183,KS,Smith County,0.9771380186282812
20185,KS,Stafford County,0.9812787001059696
20187,KS,Stanton County,0.9613138686131388
20189,KS,Stevens County,0.987623195049278
20191,KS,Sumner County,0.9757616460101348
20193,KS,Thomas County,0.9748005801305294
20195,KS,Trego County,0.9890164752870694
20197,KS,Wabaunsee County,0.9707889125799574
20199,KS,Wallace County,0.982094897045658
20201,KS,Washington County,0.9864386792452832
20203,KS,Wichita County,0.96875
20205,KS,Wilson County,0.976367319378798
20207,KS,Woodson County,0.94904181184669
20209,KS,Wyandotte County,0.9474423443731576
21001,KY,Adair County,0.9717800792382012
21003,KY,Allen County,0.970112878399179
21005,KY,Anderson County,0.9227171331942146
21007,KY,Ballard County,0.9720461563464976
21009,KY,Barren County,0.9651555612753772
21011,KY,Bath County,0.947008547008547
21013,KY,Bell County,0.9626546928047311
21015,KY,Boone County,0.8839274323186447
21017,KY,Bourbon County,0.940305711987128
21019,KY,Boyd County,0.9659125463723164
21021,KY,Boyle County,0.9369787877091844
21023,KY,Bracken County,0.967911625460284
21025,KY,Breathitt County,0.9580204778156995
21027,KY,Breckinridge County,0.9736499897337624
21029,KY,Bullitt County,0.9403104274453974
21031,KY,Butler County,0.9608619173262972
21033,KY,Caldwell County,0.967009577864491
21035,KY,Calloway County,0.9551635972875828
21037,KY,Campbell County,0.9067360411771288
21039,KY,Carlisle County,0.9716035634743876
21041,KY,Carroll County,0.9418301550281244
21043,KY,Carter County,0.9666357260726072
21045,KY,Casey County,0.971736204576043
21047,KY,Christian County,0.9628966268064408
21049,KY,Clark County,0.9171582234559332
21051,KY,Clay County,0.9661523822469924
21053,KY,Clinton County,0.9821636293136874
21055,KY,Crittenden County,0.9706586826347304
21057,KY,Cumberland County,0.9796739360575905
21059,KY,Daviess County,0.9453473452679172
21061,KY,Edmonson County,0.9674663161353928
21063,KY,Elliott County,0.984866723989682
21065,KY,Estill County,0.9497523730912092
21067,KY,Fayette County,0.8967024819648592
21069,KY,Fleming County,0.9577762139338494
21071,KY,Floyd County,0.9536066652049988
21073,KY,Franklin County,0.8783162648173535
21075,KY,Fulton County,0.9572434607645876
21077,KY,Gallatin County,0.9616434202546998
21079,KY,Garrard County,0.9524085896691816
21081,KY,Grant County,0.9411189695819676
21083,KY,Graves County,0.9621362799263352
21085,KY,Grayson County,0.9466789868463964
21087,KY,Green County,0.9620172764227642
21089,KY,Greenup County,0.9630551762910609
21091,KY,Hancock County,0.9516191210485736
21093,KY,Hardin County,0.8967432606082378
21095,KY,Harlan County,0.9673237915203888
21097,KY,Harrison County,0.9590034689372438
21099,KY,Hart County,0.9660481376899288
21101,KY,Henderson County,0.9543472685303924
21103,KY,Henry County,0.9430097951914514
21105,KY,Hickman County,0.9735355337496284
21107,KY,Hopkins County,0.9514009920900924
21109,KY,Jackson County,0.9754082795290544
21111,KY,Jefferson County,0.899946886822341
21113,KY,Jessamine County,0.9240231548480464
21115,KY,Johnson County,0.9607366670929788
21117,KY,Kenton County,0.9055887195337516
21119,KY,Knott County,0.9623655913978496
21121,KY,Knox County,0.9729537068097954
21123,KY,Larue County,0.9496885481552468
21125,KY,Laurel County,0.9691874903848268
21127,KY,Lawrence County,0.96931110296812
21129,KY,Lee County,0.9429015342785008
21131,KY,Leslie County,0.9626084355369428
21133,KY,Letcher County,0.9672533179457588
21135,KY,Lewis County,0.9714887102946804
21137,KY,Lincoln County,0.962151724137931
21139,KY,Livingston County,0.969867869803416
21141,KY,Logan County,0.9532160557703828
21143,KY,Lyon County,0.962033462033462
21145,KY,McCracken County,0.9468236200380348
21147,KY,McCreary County,0.9692064745361232
21149,KY,McLean County,0.964046412812551
21151,KY,Madison County,0.950262896120506
21153,KY,Magoffin County,0.9613789835327567
21155,KY,Marion County,0.9366470223325062
21157,KY,Marshall County,0.9638255949072904
21159,KY,Martin County,0.96259521218716
21161,KY,Mason County,0.9579089680036053
21163,KY,Meade County,0.9442656592509678
21165,KY,Menifee County,0.9599562363238512
21167,KY,Mercer County,0.9293722773691352
21169,KY,Metcalfe County,0.973715651135006
21171,KY,Monroe County,0.9750033779219024
21173,KY,Montgomery County,0.9443982107562676
21175,KY,Morgan County,0.9731109598366235
21177,KY,Muhlenberg County,0.9632813638350576
21179,KY,Nelson County,0.9279614186677384
21181,KY,Nicholas County,0.9569479965899405
21183,KY,Ohio County,0.9727788067575912
21185,KY,Oldham County,0.9241634182149546
21187,KY,Owen County,0.9608918128654972
21189,KY,Owsley County,0.9717818642993024
21191,KY,Pendleton County,0.9565386107877376
21193,KY,Perry County,0.946098660402514
21195,KY,Pike County,0.9684851061568304
21197,KY,Powell County,0.9383511673151752
21199,KY,Pulaski County,0.952731737262124
21201,KY,Robertson County,0.9745264532984976
21203,KY,Rockcastle County,0.9697736983699952
21205,KY,Rowan County,0.9561577576584398
21207,KY,Russell County,0.9682973929835856
21209,KY,Scott County,0.9142739589149792
21211,KY,Shelby County,0.9289734252264724
21213,KY,Simpson County,0.9396172018899656
21215,KY,Spencer County,0.967859346082665
21217,KY,Taylor County,0.9437286202964652
21219,KY,Todd County,0.9681997652331662
21221,KY,Trigg County,0.9569966542019288
21223,KY,Trimble County,0.946378485398449
21225,KY,Union County,0.9615489999086676
21227,KY,Warren County,0.9562661552572334
21229,KY,Washington County,0.9417366244831477
21231,KY,Wayne County,0.9679095751591528
21233,KY,Webster County,0.966298164645272
21235,KY,Whitley County,0.9659358929745196
21237,KY,Wolfe County,0.9538428964641118
21239,KY,Woodford County,0.8905394253132269
22001,LA,Acadia Parish,0.9590896956753872
22003,LA,Allen Parish,0.970036729170694
22005,LA,Ascension Parish,0.9626242809164368
22007,LA,Assumption Parish,0.9763478682758202
22009,LA,Avoyelles Parish,0.9666524994278616
22011,LA,Beauregard Parish,0.9762703037010514
22013,LA,Bienville Parish,0.9681750898710086
22015,LA,Bossier Parish,0.9578210583859452
22017,LA,Caddo Parish,0.9632519905416268
22019,LA,Calcasieu Parish,0.968959677315096
22021,LA,Caldwell Parish,0.9788658440535574
22023,LA,Cameron Parish,0.979647435897436
22025,LA,Catahoula Parish,0.9787378114842904
22027,LA,Claiborne Parish,0.977760801290213
22029,LA,Concordia Parish,0.9738911810211448
22031,LA,De Soto Parish,0.9740228675309764
22033,LA,East Baton Rouge Parish,0.954775067218672
22035,LA,East Carroll Parish,0.9842031593681264
22037,LA,East Feliciana Parish,0.9804857795308284
22039,LA,Evangeline Parish,0.979625905831468
22041,LA,Franklin Parish,0.9839000515198352
22043,LA,Grant Parish,0.974404761904762
22045,LA,Iberia Parish,0.9658639953766134
22047,LA,Iberville Parish,0.9608821927754584
22049,LA,Jackson Parish,0.9633953139331276
22051,LA,Jefferson Parish,0.9323990775898364
22053,LA,Jefferson Davis Parish,0.978334193087576
22055,LA,Lafayette Parish,0.9619858351570711
22057,LA,Lafourche Parish,0.9702113723510228
22059,LA,La Salle Parish,0.9486113420921336
22061,LA,Lincoln Parish,0.9735244469452424
22063,LA,Livingston Parish,0.9752039003052808
22065,LA,Madison Parish,0.9619013918376976
22067,LA,Morehouse Parish,0.9743787962451684
22069,LA,Natchitoches Parish,0.9727060950592816
22071,LA,Orleans Parish,0.9320150088989192
22073,LA,Ouachita Parish,0.966873798560508
22075,LA,Plaquemines Parish,0.9564116235670488
22077,LA,Pointe Coupee Parish,0.9681211534472028
22079,LA,Rapides Parish,0.9616563270797518
22081,LA,Red River Parish,0.9813785853731792
22083,LA,Richland Parish,0.9795848462012744
22085,LA,Sabine Parish,0.9803514376996806
22087,LA,St. Bernard Parish,0.962672649921324
22089,LA,St. Charles Parish,0.9513749354153512
22091,LA,St. Helena Parish,0.984846677007517
22093,LA,St. James Parish,0.9652622294592575
22095,LA,St. John the Baptist Parish,0.9449264026167958
22097,LA,St. Landry Parish,0.9710570137181824
22099,LA,St. Martin Parish,0.9730130273694276
22101,LA,St. Mary Parish,0.9719744173917816
22103,LA,St. Tammany Parish,0.9555355846258228
22105,LA,Tangipahoa Parish,0.9734282111331292
22107,LA,Tensas Parish,0.9599141016463852
22109,LA,Terrebonne Parish,0.967673175069124
22111,LA,Union Parish,0.9741275951284156
22113,LA,Vermilion Parish,0.9777866846679604
22115,LA,Vernon Parish,0.9236029490330164
22117,LA,Washington Parish,0.9767554755989606
22119,LA,Webster Parish,0.973906586995722
22121,LA,West Baton Rouge Parish,0.9646841160145836
22123,LA,West Carroll Parish,0.9838792221084952
22125,LA,West Feliciana Parish,0.844738013952798
22127,LA,Winn Parish,0.9798710956866632
23001,ME,Androscoggin County,0.8864603839617721
23003,ME,Aroostook County,0.918930354573919
23005,ME,Cumberland County,0.8112910361914877
23007,ME,Franklin County,0.9053588403041825
23009,ME,Hancock County,0.8695969803969318
23011,ME,Kennebec County,0.8778786416081467
23013,ME,Knox County,0.8261388627081372
23015,ME,Lincoln County,0.8467293568535932
23017,ME,Oxford County,0.8839617051797797
23019,ME,Penobscot County,0.8873545027567897
23021,ME,Piscataquis County,0.913089115146426
23023,ME,Sagadahoc County,0.8558255451713396
23025,ME,Somerset County,0.920980834652565
23027,ME,Waldo County,0.8849795674274894
23029,ME,Washington County,0.8926412860614368
23031,ME,York County,0.8521087321759357
24001,MD,Allegany County,0.9368938732361998
24003,MD,Anne Arundel County,0.8301911302700985
24005,MD,Baltimore County,0.8572876967782234
24009,MD,Calvert County,0.8719736739011206
24011,MD,Caroline County,0.9239454518793684
24013,MD,Carroll County,0.8588303388969607
24015,MD,Cecil County,0.9013505303986168
24017,MD,Charles County,0.8849452243268126
24019,MD,Dorchester County,0.914553844558511
24021,MD,Frederick County,0.8466002932777649
24023,MD,Garrett County,0.9565476512976108
24025,MD,Harford County,0.8663638608490036
24027,MD,Howard County,0.7938457734238067
24029,MD,Kent County,0.9004898958971217
24031,MD,Montgomery County,0.7890028927653273
24033,MD,Prince George's County,0.8736922464660998
24035,MD,Queen Anne's County,0.8969030305267431
24037,MD,St. Mary's County,0.89798087141339
24039,MD,Somerset County,0.9390573746906832
24041,MD,Talbot County,0.878835608447089
24043,MD,Washington County,0.9170036608207048
24045,MD,Wicomico County,0.9227316301221868
24047,MD,Worcester County,0.8890368735492219
24510,MD,Baltimore city,0.889796460103581
25001,MA,Barnstable County,0.997139000557528
25003,MA,Berkshire County,0.906432672063189
25005,MA,Bristol County,0.887326987644475
25007,MA,Dukes County,0.9967388081826268
25009,MA,Essex County,0.8536430818282167
25011,MA,Franklin County,0.8936947913493756
25013,MA,Hampden County,0.8804846342603412
25015,MA,Hampshire County,0.8925719504484462
25017,MA,Middlesex County,0.8145318010770985
25019,MA,Nantucket County,0.9989380530973452
25021,MA,Norfolk County,0.8369891567136261
25023,MA,Plymouth County,0.8781240133978306
25025,MA,Suffolk County,0.8698131852852377
25027,MA,Worcester County,0.8598896188296772
26001,MI,Alcona County,0.9574692442882248
26003,MI,Alger County,0.9410876132930514
26005,MI,Allegan County,0.9404613261483868
26007,MI,Alpena County,0.9614313644173234
26009,MI,Antrim County,0.9469192828622875
26011,MI,Arenac County,0.9561259186135792
26013,MI,Baraga County,0.9198956032925116
26015,MI,Barry County,0.951090173638516
26017,MI,Bay County,0.9369715603382014
26019,MI,Benzie County,0.9316883710303862
26021,MI,Berrien County,0.9386243837896668
26023,MI,Branch County,0.9620673463911994
26025,MI,Calhoun County,0.9439483162769424
26027,MI,Cass County,0.9581619783955696
26029,MI,Charlevoix County,0.933457277868154
26031,MI,Cheboygan County,0.9576863354037268
26033,MI,Chippewa County,0.9308679778589094
26035,MI,Clare County,0.9579799537393986
26037,MI,Clinton County,0.9310168079789848
26039,MI,Crawford County,0.952145585261739
26041,MI,Delta County,0.9373957464553796
26043,MI,Dickinson County,0.9132011418872
26045,MI,Eaton County,0.930778439484172
26047,MI,Emmet County,0.9109267695655132
26049,MI,Genesee County,0.9403717835460408
26051,MI,Gladwin County,0.9632829373650108
26053,MI,Gogebic County,0.9471192859074924
26055,MI,Grand Traverse County,0.9158444316623156
26057,MI,Gratiot County,0.9611756964246544
26059,MI,Hillsdale County,0.9694365138993238
26061,MI,Houghton County,0.9517194570135749
26063,MI,Huron County,0.9580745341614908
26065,MI,Ingham County,0.9254570864277382
26067,MI,Ionia County,0.955916150149732
26069,MI,Iosco County,0.9506019951840384
26071,MI,Iron County,0.9562252180808882
26073,MI,Isabella County,0.9564246509589498
26075,MI,Jackson County,0.9465462093030252
26077,MI,Kalamazoo County,0.9208150081087032
26079,MI,Kalkaska County,0.9565142660708148
26081,MI,Kent County,0.9241270134427396
26083,MI,Keweenaw County,0.9633418584825234
26085,MI,Lake County,0.9528100183262064
26087,MI,Lapeer County,0.9495060932142978
26089,MI,Leelanau County,0.8923565194393018
26091,MI,Lenawee County,0.9497240669722196
26093,MI,Livingston County,0.9284364623653942
26095,MI,Luce County,0.9624096385542168
26097,MI,Mackinac County,0.9316402116402116
26099,MI,Macomb County,0.9274255880213385
26101,MI,Manistee County,0.9500148765248436
26103,MI,Marquette County,0.9199572154380962
26105,MI,Mason County,0.9397287795077852
26107,MI,Mecosta County,0.968086144637106
26109,MI,Menominee County,0.9147997883224556
26111,MI,Midland County,0.9317898929549414
26113,MI,Missaukee County,0.9646889755696982
26115,MI,Monroe County,0.9521057057521484
26117,MI,Montcalm County,0.9627412871593268
26119,MI,Montmorency County,0.9646649578908826
26121,MI,Muskegon County,0.9431598599766629
26123,MI,Newaygo County,0.9627620583492156
26125,MI,Oakland County,0.8993635550063825
26127,MI,Oceana County,0.956383822363204
26129,MI,Ogemaw County,0.9641380293740196
26131,MI,Ontonagon County,0.941622441243366
26133,MI,Osceola County,0.9636286356184346
26135,MI,Oscoda County,0.9668755595344674
26137,MI,Otsego County,0.9497206703910612
26139,MI,Ottawa County,0.9330040737281774
26141,MI,Presque Isle County,0.9584034256002448
26143,MI,Roscommon County,0.953828255653312
26145,MI,Saginaw County,0.9482633524255022
26147,MI,St. Clair County,0.9421663461820028
26149,MI,St. Joseph County,0.9565597805524024
26151,MI,Sanilac County,0.9598715890850722
26153,MI,Schoolcraft County,0.9612042836936756
26155,MI,Shiawassee County,0.9396696689779088
26157,MI,Tuscola County,0.9601422475106686
26159,MI,Van Buren County,0.9299648225135912
26161,MI,Washtenaw County,0.9021455763168514
26163,MI,Wayne County,0.931206900972704
26165,MI,Wexford County,0.9494902687673772
27001,MN,Aitkin County,0.9550925925925926
27003,MN,Anoka County,0.924383512058278
27005,MN,Becker County,0.9665777346592288
27007,MN,Beltrami County,0.9400505212224712
27009,MN,Benton County,0.9669350580781416
27011,MN,Big Stone County,0.951946975973488
27013,MN,Blue Earth County,0.9300790524146209
27015,MN,Brown County,0.944794455819814
27017,MN,Carlton County,0.9422677198087716
27019,MN,Carver County,0.904000275762224
27021,MN,Cass County,0.954555129842486
27023,MN,Chippewa County,0.9610774410774412
27025,MN,Chisago County,0.9292798247131407
27027,MN,Clay County,0.9721814598968596
27029,MN,Clearwater County,0.9766246684350132
27031,MN,Cook County,0.9184726522187824
27033,MN,Cottonwood County,0.951944736446914
27035,MN,Crow Wing County,0.948974539389675
27037,MN,Dakota County,0.8952409314058238
27039,MN,Dodge County,0.9320997717639388
27041,MN,Douglas County,0.9518793607922574
27043,MN,Faribault County,0.9425500370644924
27045,MN,Fillmore County,0.9384161431562916
27047,MN,Freeborn County,0.9434858856140748
27049,MN,Goodhue County,0.9190164206336044
27051,MN,Grant County,0.9552669552669552
27053,MN,Hennepin County,0.8843261187744789
27055,MN,Houston County,0.9793956043956044
27057,MN,Hubbard County,0.9685606330648036
27059,MN,Isanti County,0.9513529745420574
27061,MN,Itasca County,0.9536824692657618
27063,MN,Jackson County,0.9710605819685164
27065,MN,Kanabec County,0.9713022368649212
27067,MN,Kandiyohi County,0.95701748075678
27069,MN,Kittson County,0.9697458652682532
27071,MN,Koochiching County,0.9367651276168626
27073,MN,Lac qui Parle County,0.9672313246320468
27075,MN,Lake County,0.9192883895131088
27077,MN,Lake of the Woods County,0.94909763998149
27079,MN,Le Sueur County,0.9600728787090056
27081,MN,Lincoln County,0.9710064120434904
27083,MN,Lyon County,0.9538841257469473
27085,MN,McLeod County,0.9327972954452008
